domain,url_len,url_dep,httpDomain,tinyURL,hyphenURL,underscoreURL,subURl,clientURL,adminURL,serverURL,loginURL,dns,domainAge,domainEnd,iframe,forwarding,label
nguyentandung.org,88,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
xw5gj8w5cc.knolllaundry.co.uk,68,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ipfs.io,81,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
gateway.pinata.cloud,106,3,1,0,0,0,2,0,0,0,0,0,1,1,1,0,1
buzzfil.net,170,4,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
ca53594.tw1.ru,47,3,0,0,0,0,2,0,0,0,1,0,0,0,1,1,1
mywalet-gala-games-io.com,102,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
kienthuc.net.vn,114,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
susiesun16.wixsite.com,35,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1
pub-0e377ab24fd344118368ae252716a899.r2.dev,62,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1
auas-post.top,22,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
grantland.com,90,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
twitter.com,316,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
sindemail.com,46,2,0,0,0,0,2,0,0,0,1,1,1,1,1,1,1
nftstorage.link,75,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
nguyentandung.org,87,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
kienthuc.net.vn,99,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
techcrunch.com,96,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
tune.pk,89,3,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0
fishki.net,92,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
express.adobe.com,45,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
medium.com,97,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nguyentandung.org,99,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
gateway.pinata.cloud,93,2,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1
eki-net-jp18.top,34,1,1,0,1,0,2,0,0,0,1,0,0,0,1,1,1
bafybeifaepewbypikaxmjs6hipa3unjqoqggurgxnzcqomfqkawatnyztm.ipfs.infura-ipfs.io,95,1,1,0,1,0,2,0,0,0,0,0,1,1,0,0,1
atwiki.jp,151,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
cloudflare-ipfs.com,107,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1
qz.com,107,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
yourlust.com,92,2,0,1,0,0,2,0,0,0,0,0,1,1,1,0,0
qz.com,84,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
metamaskv.cc,21,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
amazceom-co-jp.amazzeocn.50220.top,46,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1
myspace.com,96,5,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2e2rgcxi.square.site,29,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1
twitter.com,266,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
mylust.com,86,3,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
otomoto.pl,84,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
plarium.com,94,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
babal.net,344,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
extratorrent.cc,97,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
icicibank.com,107,3,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0
vekosystems-ug.ru,61,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1
swisspassdzb-sbbsec.rolop.cl,37,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
u1965047.plsk.regruhosting.ru,40,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
otomoto.pl,97,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
slickdeals.net,86,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
motthegioi.vn,100,2,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0
attinfo6.godaddysites.com,34,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
netflix.veiligonline.web01.site-manager.eu,51,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1
interpark.com,190,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
twitter.com,374,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
liceojosesantosossa.cl,34,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
olx.ro,94,5,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0
tobogo.net,110,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
thenextweb.com,109,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
twitter.com,206,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
seekingalpha.com,91,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
torcache.net,144,2,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
s.smcbazmsucszu.icu,28,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
olx.co.id,99,7,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
syosetu.com,96,3,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
appleid-web.info,191,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
opzo92os99di1z.yourtrap.com,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
login.auth0.bergreco.com,41,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1
kotaku.com,83,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
u32981963.ct.sendgrid.net,718,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
4everland.io,94,3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1
bdnews24.com,87,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
correios.com.br,136,6,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
airdrop.zskync.com,25,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
steamcomnnmuity.com,54,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
hdfcbank.com,83,5,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
pornsharing.com,92,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
45.82.120.17,20,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
twitter.com,237,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
triban.co,31,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
msciwoj.waldemar.net.pl,59,2,1,0,0,0,2,0,0,0,0,0,0,0,1,1,1
altratechpicks.com,1158,4,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
io9.com,90,2,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
moviepilot.com,107,5,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
prezi.com,91,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
themeforest.net,93,4,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
wsocucoz.com,41,3,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1
censor.net.ua,125,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
139.59.69.59,42,3,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1
refacsol.com,34,2,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1
telegraf.com.ua,107,3,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
jedrick.arkadiusz.info.pl,59,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1
bafybeidralia2bkrev43jlnhhxyadvex4xa7tmzzc3kuasqz6ukhrl5r7q.ipfs.cf-ipfs.com,85,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
interpark.com,139,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
searchengines.guru,97,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
ap.org,92,4,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
ijkibzxxwv.duckdns.org,29,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
mobile-usaa4.web.app,29,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
medium.com,108,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
kenh14.vn,115,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
sourceforge.net,123,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
roundcubemanday001.firebaseapp.com,43,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1
amazon-vghyu.sexidude.com,34,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
graphicriver.net,138,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
plarium.com,91,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
censor.net.ua,133,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mic.com,108,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
seasonvar.ru,86,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
napaautoparts.us.org,27,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
paytm.com,85,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
freebnbmining.com,30,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
medium.com,121,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
torcache.net,132,2,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
meta-business-case-1a50c.firebaseapp.com,49,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1
jam-023d.gitlab.io,83,2,1,0,1,0,2,0,0,0,0,0,1,1,0,0,1
distractify.com,87,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
thenextweb.com,113,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
emgn.com,84,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
eksisozluk.com,97,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
recipient-queries.web.app,34,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
web10733.web07.bero-webspace.de,54,2,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1
dpdswa.vetrebackhelo.cf,46,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
bio.site,26,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
delhiescort69.com,49,2,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1
thenextweb.com,108,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
npswebs.com,49,5,1,0,0,0,2,0,1,0,1,0,0,0,1,0,1
tobogo.net,107,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
perezhilton.com,114,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
babal.net,132,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
distractify.com,87,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pockatcard.co.jp.symeme.top,58,2,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1
digg.com,96,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
plarium.com,108,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
babal.net,194,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
pcrcpbpagesadministrationpbloginpageaspxauthorizationi.bancagpromerica.repl.co,87,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1
babal.net,350,4,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0
rt.com,94,3,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0
sourceforge.net,96,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
babal.net,180,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
nfcuva.link,25,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1
boat-fpuz-e2sq.pbsxp55s5968.workers.dev,48,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1
airbogo.com,51,4,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1
slashdot.org,115,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vrenuevr79.yourtrap.com,32,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
raknten-caed.zbqtfrb.cn,35,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1
pub-9591e9b6a62d4206afc7da1cc045d4a9.r2.dev,63,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1
serverfault.com,97,3,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
express.adobe.com,44,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
ipfs.io,101,3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1
seekingalpha.com,132,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
dwqfergdfs.mefound.com,31,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
nymag.com,83,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
tinnhanh360.net,89,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
mashable.com,90,6,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
infura-ipfs.io,85,3,1,0,1,0,2,0,0,0,0,0,1,1,1,0,1
mic.com,103,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
kienthuc.net.vn,101,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
lilliflynn.com,50,3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1
bcr-banco-de-costa-rica.jimdosite.com,46,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
olx.ro,116,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
skyrock.com,95,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
nguyentandung.org,101,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
support-team-16549.web.app,35,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
extratorrent.cc,110,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
lukasz.kada.org.pl,52,2,1,0,0,0,2,0,0,0,0,0,0,0,1,1,1
business-recovery-manage.web.app,41,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
resettaportale-app.com,30,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1
sourceforge.net,200,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
torcache.net,137,2,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
bafybeidkgvxcgb4w6ntqytfk7wn72kvux64fpfu5pol2opdeub7zgawe5m.ipfs.dweb.link,92,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1
srv185899.hoster-test.ru,50,2,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1
allegrolokalnee.34151516.xyz,43,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
extratorrent.cc,103,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
deadspin.com,83,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
twitter.com,204,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
gouv-amendes-antai.fr,29,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
tunein.com,100,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
szlomo.gabrielazuzanna.info.pl,64,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1
didjmkjs235.publicvm.com,32,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
nftstorage.link,75,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
sourceforge.net,155,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
shrill-disk-83b5.walda.workers.dev,57,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
plarium.com,103,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kenh14.vn,128,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
twitter.com,281,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
moviepilot.com,105,5,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
otomoto.pl,95,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
younasjewelleryhouse.com,46,2,1,0,0,0,2,0,0,0,1,0,0,0,1,0,1
torcache.net,127,2,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
hollywoodlife.com,108,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
elitedaily.com,85,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
thenextweb.com,126,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
stackexchange.com,83,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
fanpage.gr,230,3,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
hollywoodlife.com,96,4,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
cookpad.com,86,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
lakesreek.ml,37,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
getpocket.com,94,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
atwiki.jp,106,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
cr000--bnmovil.repl.co,30,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1
43.159.48.238,472,3,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
prezi.com,86,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
yourlust.com,103,2,0,1,0,0,2,0,0,0,0,0,1,1,1,0,0
thenextweb.com,106,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
portfolio-metamask-wallet.com,36,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1
seekingalpha.com,83,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sfglobe.com,101,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
babal.net,441,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
god653templ1808200--stan12893doff12.repl.co,51,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1
rb.gy,20,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
askubuntu.com,93,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
correios.com.br,111,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
mtvxkuacqc.duckdns.org,29,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
monamendes-gouv-infos.com,34,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
ecnavi.jp,91,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
extratorrent.cc,150,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
fic0sahondur4s.ficohsa009212.repl.co,44,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
ac6.godaddysites.com,29,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1
motthegioi.vn,90,2,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0
metafb-xqytbvp.firebaseapp.com,39,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1
ap-ionos.pages.dev,27,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1
sourceforge.net,138,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
allegro.pl,113,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
extratorrent.cc,105,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
tune.pk,96,3,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
udn.com,156,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
204.44.98.234,21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
ipfs.io,80,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
iconosquare.com,96,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
help-center414.crabdance.com,42,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
khabaronline.ir,86,5,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
indianexpress.com,128,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
worldoftanks.ru,92,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pymnt-rcvryprime.reenviarian.com,40,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
mail.109-206-242-17.cprapid.com,40,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
babal.net,114,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
otomoto.pl,104,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
atwiki.jp,88,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
olx.in,103,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
nesn.com,92,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
censor.net.ua,140,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
atoverifi06t.top,35,1,1,0,0,0,2,0,0,0,0,0,0,0,1,1,1
sct.kz,44,5,1,0,0,0,2,0,0,0,1,0,1,1,0,0,1
cloudflare-ipfs.com,92,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
hubpages.com,86,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
cruzverde.com.mx,93,8,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
olx.co.id,97,2,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
43.128.92.128,377,3,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
ap.org,93,4,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
pub-48d3a24bafe348799aa16e3fbd5ead78.r2.dev,63,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1
kenh14.vn,86,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
dkbi.website,21,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
euuomdrtk.web.app,26,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1
secure101-verification.com,34,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1
pub-394a6270254b4356b3d20bf59203bb65.r2.dev,59,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1
atwiki.jp,88,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
stanlpenn.bond,23,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
login-maile-a86a.query7813.workers.dev,47,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1
outlookservis.com.tr,28,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
sp547550.sitebeat.crazydomains.com,43,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
dev-lnformaciones-ltauweb.pantheonsite.io,49,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1
bafybeiamr6r3s2d5gn64o4zskyeqfiunfqijycriomlfrhug35ga7rqx2q.ipfs.cf-ipfs.com,84,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
nftstorage.link,75,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
sourceforge.net,165,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ilqumrvzjl.duckdns.org,29,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
descontos-amc.com,69,3,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
ipfs.io,96,3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1
storageapi-stg.fleek.co,97,3,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1
att-105910.weeblysite.com,34,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
wwwinfoaupay.speaciossp.com,36,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
myspace.com,90,5,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
bafybeihdl2hmgdyfcmbql5ohhtotoymu4o5qobc2r2rvmbrnjiulx3lxo4.ipfs.nftstorage.link,88,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
attloginemailcentre.brizy.site,39,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1
mirtesen.ru,169,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
helpmettacase1000.firebaseapp.com,42,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1
aau8anuud.z13.web.core.windows.net,43,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
area-clienti.bambinos.it,43,2,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1
sourceforge.net,169,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ww-acessaronline-gratis.blogspot.com,107,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1
twitter.com,283,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
mydfm4h.duckdns.org,28,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
pitagorahelpbusiness.it,84,8,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1
pub-69da7641f5494acc80fda0157f598517.r2.dev,67,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1
ollx.8870985.xyz,42,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
metro.co.uk,120,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
variety.com,89,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pornsharing.com,94,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
thenextweb.com,100,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
spotify.ax,63,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
dvgbghm65ghhjmn.godaddysites.com,41,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ringring.vn,87,1,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
auth-idme.info,30,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
facebook.byethost31.com,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
bafybeihvoiyj5m3a2skigvuhahupigsxtab4r4ihy6norpghorgosxwkz4.ipfs.cf-ipfs.com,84,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
kenh14.vn,95,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
europa.eu,95,6,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0
searchengineland.com,84,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
ipfs.io,67,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
anchorprotocol.mypixieset.com,38,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
ingresoinmediatoseguro--crpromeri.repl.co,50,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
olx.pl,100,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
venturebeat.com,105,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
kuerennkayccato-co-jp.kuerennkayccato.jahihd.top,208,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1
unsteadywryinverse.us98769.repl.co,43,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1
nguyentandung.org,92,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
cancel1972-coinbase.web.app,45,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
sparka-tan.info,24,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
meta-business-case-52460.web.app,41,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
tz.melpoczta.pl,44,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1
